level,control,student_count,awards_per_value,pell_value
4-year,Private not-for-profit,2295,21.8,33.5
4-year,Private not-for-profit,619,22.9,33.5
4-year,Private not-for-profit,220,23.7,33.5
4-year,Public,2068,21.1,33.5
4-year,Private not-for-profit,2898,21.1,33.5
2-year,Public,6200,17.7,33.5
4-year,Private not-for-profit,209,39.3,33.5
4-year,Private not-for-profit,590,23.9,33.5
4-year,Public,1486,26.9,33.4
4-year,Public,1415,18.7,33.4
4-year,Private not-for-profit,260,24.8,33.4
4-year,Private not-for-profit,2495,24.1,33.4
4-year,Private for-profit,462,25.9,33.4
4-year,Private not-for-profit,2456,15.4,33.4
4-year,Private not-for-profit,1998,21.8,33.4
4-year,Private not-for-profit,176,26.6,33.4
4-year,Private not-for-profit,480,23.8,33.3
4-year,Private not-for-profit,116,23.9,33.3
4-year,Public,1543,43.2,33.3
4-year,Public,10912,22.8,33.3
2-year,Private for-profit,824,44,33.3
4-year,Private not-for-profit,877,16.4,33.3
2-year,Public,4437,26.4,33.3
4-year,Private not-for-profit,837,27.6,33.3
4-year,Private not-for-profit,1848,18.2,33.3
4-year,Public,6271,25.1,33.3
4-year,Private not-for-profit,2400,21.5,33.3
2-year,Public,4730,25.1,33.3
4-year,Public,5094,21.7,33.3
4-year,Private for-profit,728,22.1,33.3
4-year,Private for-profit,906,26.5,33.2
4-year,Private not-for-profit,813,27.3,33.2
2-year,Public,1312,23.5,33.2
2-year,Public,4280,20.5,33.2
4-year,Private for-profit,477,20.5,33.2
4-year,Private not-for-profit,936,18.5,33.2
4-year,Private not-for-profit,1184,28.7,33.2
2-year,Public,857,22.5,33.2
4-year,Private not-for-profit,1512,13.8,33.2
4-year,Public,21990,24.1,33.2
2-year,Public,7379,27.2,33.2
4-year,Private not-for-profit,1070,21.1,33.1
4-year,Private not-for-profit,3742,17,33.1
4-year,Private not-for-profit,580,20.1,33.1
2-year,Public,12454,14,33.1
4-year,Public,18431,22.3,33.1
2-year,Public,10103,15.7,33
4-year,Private not-for-profit,47464,18.1,33
4-year,Public,4497,20,33
2-year,Public,7238,25.9,33
4-year,Private not-for-profit,2178,20.7,33
4-year,Private not-for-profit,1441,18.9,32.9
4-year,Public,4383,24.1,32.9
4-year,Private not-for-profit,2396,24.7,32.9
2-year,Public,2924,17.5,32.9
4-year,Private for-profit,1821,31.4,32.8
2-year,Public,4808,17.8,32.8
4-year,Public,6021,16.4,32.8
2-year,Public,51803,19.5,32.8
4-year,Public,19819,21.7,32.8
2-year,Public,3163,26.9,32.8
2-year,Public,1392,19.7,32.7
2-year,Private for-profit,472,33.8,32.7
2-year,Public,5630,20.2,32.7
4-year,Public,8913,21.4,32.7
4-year,Private not-for-profit,1315,20.3,32.7
4-year,Private not-for-profit,665,17.9,32.7
2-year,Public,3555,21.5,32.7
2-year,Private for-profit,291,31.3,32.7
2-year,Public,1428,18.7,32.6
4-year,Private not-for-profit,408,28.6,32.6
4-year,Private not-for-profit,3215,25.2,32.6
4-year,Private not-for-profit,2029,19.1,32.6
4-year,Private not-for-profit,2150,22.9,32.5
4-year,Private not-for-profit,662,16.6,32.5
2-year,Public,5784,20.8,32.5
2-year,Public,2630,24.7,32.5
4-year,Private for-profit,4943,24.3,32.5
4-year,Private not-for-profit,703,20.5,32.5
2-year,Public,11033,17.9,32.4
2-year,Public,28999,14.5,32.4
4-year,Public,2291,15.4,32.4
2-year,Public,2484,27.9,32.4
4-year,Private not-for-profit,378,19.9,32.3
4-year,Public,24034,23.1,32.3
2-year,Public,8654,17.8,32.3
4-year,Public,23356,21.1,32.3
4-year,Public,16087,23.8,32.3
4-year,Public,1675,17.9,32.3
4-year,Private not-for-profit,493,12.6,32.3
4-year,Public,5073,15.8,32.3
4-year,Private not-for-profit,1359,12.1,32.3
4-year,Private not-for-profit,1459,19.9,32.3
4-year,Private not-for-profit,1855,25.4,32.2
2-year,Public,3468,27.8,32.2
4-year,Private for-profit,1573,21.4,32.2
4-year,Public,13820,19.5,32.2
2-year,Public,2258,26.8,32.2
2-year,Public,1991,25.4,32.2
4-year,Public,10423,24,32.2
4-year,Public,3453,20.7,32.2
4-year,Private not-for-profit,1272,55.1,32.2
2-year,Public,11462,18.2,32.2
2-year,Public,3720,13.1,32.2
4-year,Public,6480,22.9,32.2
4-year,Private not-for-profit,775,19.7,32.2
4-year,Public,11678,21.1,32.1
2-year,Public,9070,16.6,32.1
2-year,Public,7154,23,32.1
4-year,Public,4087,27.4,32.1
2-year,Public,6203,19.3,32.1
4-year,Private not-for-profit,4896,21.3,32.1
2-year,Public,1958,22.6,32.1
2-year,Public,7801,19.3,32.1
4-year,Private not-for-profit,876,21,32.1
2-year,Public,6612,18.4,32.1
2-year,Private for-profit,49,77.5,32
4-year,Private for-profit,444,33.4,32
4-year,Private for-profit,297,41.3,32
2-year,Public,3704,10.5,32
4-year,Public,3819,25.9,32
2-year,Public,3152,22.5,31.9
4-year,Private not-for-profit,194,21.4,31.9
4-year,Public,6118,18.6,31.9
4-year,Private not-for-profit,1438,21.5,31.9
4-year,Public,7329,24.8,31.9
4-year,Private not-for-profit,3142,22.8,31.9
4-year,Public,2405,21.2,31.9
4-year,Private not-for-profit,2544,24.3,31.8
2-year,Public,3338,30.7,31.8
4-year,Private not-for-profit,1428,24.5,31.8
4-year,Public,4951,16.4,31.8
4-year,Public,7110,18.8,31.8
4-year,Private not-for-profit,3366,24.4,31.8
4-year,Private not-for-profit,4608,26.5,31.8
2-year,Public,5937,19.7,31.8
2-year,Public,4790,20.5,31.8
2-year,Public,4938,28,31.8
2-year,Public,6731,21.7,31.8
2-year,Public,8855,17.4,31.7
2-year,Public,7146,19.5,31.7
2-year,Public,5109,27.3,31.6
4-year,Private not-for-profit,1686,19.2,31.6
4-year,Public,23070,25,31.6
4-year,Public,29756,26.3,31.6
2-year,Public,3619,27.5,31.6
2-year,Private for-profit,324,46.6,31.6
4-year,Public,14026,23.7,31.6
2-year,Public,4427,29.1,31.6
4-year,Private not-for-profit,1541,25.6,31.6
4-year,Private not-for-profit,2358,20.1,31.6
2-year,Public,4105,21.4,31.6
4-year,Private not-for-profit,1052,16.6,31.6
4-year,Private not-for-profit,278,25.3,31.5
4-year,Private not-for-profit,693,17.1,31.5
4-year,Public,1747,19.1,31.5
4-year,Private not-for-profit,1386,22.9,31.5
4-year,Public,2505,16,31.5
4-year,Private not-for-profit,874,14.6,31.5
4-year,Public,3966,19.3,31.5
4-year,Public,1850,13.2,31.5
2-year,Private for-profit,685,19.5,31.5
4-year,Public,9756,17.4,31.5
2-year,Private for-profit,153,20.7,31.5
2-year,Private for-profit,232,55.3,31.5
4-year,Private not-for-profit,410,23.8,31.4
4-year,Public,3461,25.1,31.4
4-year,Public,1660,13.4,31.4
4-year,Private for-profit,441,11.9,31.4
4-year,Public,3990,18.1,31.4
2-year,Public,2002,14.9,31.4
4-year,Public,2622,17.8,31.4
4-year,Public,2660,17.8,31.3
4-year,Public,1222,14.6,31.3
4-year,Private not-for-profit,1367,21,31.3
2-year,Private for-profit,147,128.7,31.3
2-year,Private for-profit,213,38.3,31.3
2-year,Private for-profit,291,29.7,31.3
2-year,Public,2086,19.9,31.3
4-year,Public,22757,17.9,31.3
4-year,Private not-for-profit,1180,20.5,31.2
4-year,Private not-for-profit,1862,22.5,31.2
4-year,Public,15340,18.8,31.2
4-year,Private not-for-profit,286,36.6,31.2
4-year,Private not-for-profit,1306,24.1,31.1
2-year,Public,2637,26.6,31.1
4-year,Private not-for-profit,2693,33.4,31.1
4-year,Private not-for-profit,3119,18,31
4-year,Private not-for-profit,2902,17.7,31
4-year,Private not-for-profit,4363,20.9,31
4-year,Private not-for-profit,1998,22.1,31
2-year,Public,10511,25.6,31
2-year,Public,8268,21.7,31
4-year,Private for-profit,448,45.9,31
4-year,Private not-for-profit,2972,27.7,30.9
2-year,Public,2930,36.5,30.9
4-year,Private not-for-profit,1553,21.8,30.9
4-year,Private not-for-profit,946,19,30.9
4-year,Private not-for-profit,1688,23.9,30.9
4-year,Private not-for-profit,8365,20.5,30.9
2-year,Public,2905,24,30.9
2-year,Public,17961,14.4,30.8
4-year,Private not-for-profit,667,18.6,30.8
4-year,Private not-for-profit,2459,21.9,30.8
2-year,Public,6613,31.9,30.8
4-year,Private not-for-profit,926,25.2,30.8
2-year,Public,1271,29.4,30.8
2-year,Public,4384,28.7,30.8
2-year,Public,10441,26,30.7
4-year,Private not-for-profit,261,25.5,30.7
4-year,Private not-for-profit,552,19.9,30.7
4-year,Private not-for-profit,904,20.5,30.7
4-year,Private not-for-profit,2160,21,30.7
4-year,Private not-for-profit,501,24.8,30.7
2-year,Public,4144,27.7,30.7
4-year,Private for-profit,1051,10.6,30.7
2-year,Public,13947,16.4,30.7
4-year,Private not-for-profit,2079,24.2,30.6
2-year,Public,5617,27.3,30.6
2-year,Public,8799,20.5,30.6
2-year,Public,4572,26.5,30.6
4-year,Public,10864,19.4,30.6
2-year,Public,3418,37,30.6
4-year,Public,10404,21.2,30.6
4-year,Public,6445,23,30.6
4-year,Public,9702,18.7,30.6
4-year,Private not-for-profit,1070,16.6,30.5
4-year,Public,12622,19.4,30.5
4-year,Public,4450,17.8,30.5
4-year,Private for-profit,2452,26.8,30.5
4-year,Public,8208,21,30.4
4-year,Public,2527,20.5,30.4
4-year,Public,30728,23.6,30.4
4-year,Public,22648,18.3,30.4
4-year,Public,7862,17.1,30.4
4-year,Public,5782,21.3,30.4
4-year,Public,9313,20.1,30.3
2-year,Public,4082,25.4,30.3
2-year,Public,2182,14.7,30.3
2-year,Public,1788,11.8,30.3
2-year,Public,4780,16,30.3
2-year,Public,1880,19.6,30.3
2-year,Public,4437,21.2,30.3
2-year,Public,3620,17.7,30.2
2-year,Private for-profit,1462,58.1,30.2
4-year,Public,10117,21.3,30.2
4-year,Private not-for-profit,7274,22.5,30.2
4-year,Public,30446,23.4,30.2
4-year,Private not-for-profit,157,137.6,30.1
4-year,Private for-profit,557,40.4,30.1
4-year,Private for-profit,218,43,30.1
4-year,Private not-for-profit,110,19.5,30.1
4-year,Private not-for-profit,633,28.2,30.1
2-year,Private for-profit,163,34.9,30
2-year,Public,21123,10.5,30
2-year,Public,4431,15,30
2-year,Private for-profit,97,43.9,30
4-year,Private for-profit,1344,36.7,30
2-year,Private for-profit,71,35,30
2-year,Private for-profit,142,58.4,30
2-year,Public,2358,18.5,29.9
4-year,Private not-for-profit,339,17.9,29.9
4-year,Private not-for-profit,230,43.6,29.9
4-year,Private not-for-profit,2407,14,29.9
4-year,Private for-profit,360,15.4,29.9
2-year,Private for-profit,236,40,29.9
2-year,Private for-profit,242,74.7,29.9
2-year,Private for-profit,323,24.4,29.9
2-year,Private for-profit,681,26,29.8
2-year,Public,8427,13.4,29.8
2-year,Public,4563,19.8,29.8
2-year,Private for-profit,521,58.3,29.8
4-year,Private for-profit,807,30.1,29.8
2-year,Public,3235,20.5,29.7
4-year,Private not-for-profit,494,21.5,29.7
4-year,Private for-profit,633,10.5,29.7
2-year,Public,27972,10.4,29.7
2-year,Public,4286,23.5,29.7
2-year,Public,1180,22.8,29.6
2-year,Private for-profit,169,20.7,29.6
4-year,Private for-profit,397,21.7,29.6
4-year,Private for-profit,10803,33.8,29.6
2-year,Private for-profit,224,44.6,29.6
2-year,Private for-profit,212,31.7,29.6
2-year,Private for-profit,513,35.7,29.6
2-year,Private for-profit,335,26.8,29.6
4-year,Private for-profit,295,32.5,29.5
2-year,Public,4805,15,29.5
4-year,Private for-profit,1167,14.5,29.5
4-year,Private for-profit,4140,15.3,29.5
2-year,Private for-profit,112,40.8,29.5
2-year,Public,303,17.3,29.5
2-year,Private for-profit,1146,22.9,29.5
4-year,Private for-profit,608,29.9,29.4
4-year,Private for-profit,209,19.6,29.4
4-year,Private for-profit,40349,15.4,29.4
4-year,Private for-profit,386,24.6,29.4
4-year,Private for-profit,248,43,29.4
2-year,Private for-profit,756,23,29.3
4-year,Private for-profit,581,41.9,29.3
2-year,Private for-profit,118,40.9,29.3
4-year,Private for-profit,195,51.8,29.3
2-year,Public,7396,14.3,29.3
4-year,Private not-for-profit,3885,36.3,29.3
4-year,Public,793,19.3,29.2
4-year,Private for-profit,1551,24.4,29.2
2-year,Private for-profit,686,45.6,29.2
2-year,Private for-profit,466,37.5,29.2
2-year,Private for-profit,1256,30.4,29.2
4-year,Private for-profit,255,29.9,29.2
2-year,Public,1657,17.7,29.2
4-year,Private for-profit,959,17.7,29.2
2-year,Public,9477,24.7,29.1
2-year,Public,14399,22.2,29.1
4-year,Private for-profit,396,32.8,29.1
2-year,Private for-profit,645,28.4,29.1
2-year,Private for-profit,655,41.1,29.1
2-year,Private for-profit,1158,19.2,29.1
2-year,Private for-profit,2746,46.7,29
4-year,Private not-for-profit,110,21.7,29
4-year,Public,5678,28.4,28.9
2-year,Private not-for-profit,219,19,28.9
2-year,Private for-profit,678,12.6,28.9
2-year,Public,404,11.2,28.9
2-year,Public,26711,18.1,28.8
2-year,Public,8631,9.7,28.8
2-year,Public,1244,19.4,28.8
2-year,Public,2216,24.9,28.8
2-year,Private not-for-profit,472,17.1,28.8
2-year,Private for-profit,383,53.1,28.8
4-year,Private for-profit,1263,40.6,28.8
4-year,Private for-profit,478,33,28.7
4-year,Private for-profit,400,39,28.7
4-year,Private for-profit,432,36.1,28.7
4-year,Private for-profit,650,39.9,28.7
4-year,Public,10738,23.4,28.7
4-year,Private for-profit,326,10.7,28.7
2-year,Private for-profit,490,24.1,28.7
4-year,Private for-profit,780,23,28.6
2-year,Private for-profit,113,90.8,28.6
2-year,Private for-profit,580,31.4,28.6
4-year,Private for-profit,576,18.1,28.6
2-year,Private for-profit,177,38.9,28.6
2-year,Public,8020,15.5,28.6
4-year,Private not-for-profit,343,30.8,28.6
4-year,Private not-for-profit,1877,23.9,28.5
4-year,Private for-profit,449,38.6,28.5
4-year,Private for-profit,435,10.2,28.5
4-year,Private for-profit,497,30.9,28.5
4-year,Private for-profit,279,20.8,28.5
4-year,Private for-profit,720,30.9,28.4
2-year,Private for-profit,787,23.8,28.4
2-year,Private not-for-profit,396,17.6,28.4
2-year,Private for-profit,422,50.6,28.4
2-year,Public,1533,18,28.4
4-year,Private for-profit,476,40,28.4
4-year,Private for-profit,431,16.6,28.4
2-year,Private for-profit,304,32,28.3
4-year,Private for-profit,614,24.1,28.3
2-year,Private for-profit,359,38.9,28.3
2-year,Private for-profit,1418,26.5,28.3
2-year,Private for-profit,1249,34.8,28.3
2-year,Private for-profit,574,54.5,28.2
2-year,Private for-profit,1029,54.9,28.2
4-year,Private for-profit,344,38.1,28.2
4-year,Private for-profit,170144,36.2,28.1
4-year,Private for-profit,5340,15.5,28.1
2-year,Private for-profit,258,8.4,28.1
4-year,Private for-profit,269,37.6,28
2-year,Private for-profit,279,43.9,28
2-year,Private for-profit,617,30.9,28
4-year,Private not-for-profit,495,25,27.9
2-year,Private for-profit,239,41.1,27.9
2-year,Private for-profit,364,34.3,27.9
4-year,Private not-for-profit,457,18.5,27.8
2-year,Private for-profit,994,27.9,27.8
4-year,Private for-profit,570,23.3,27.8
4-year,Private not-for-profit,125,15.6,27.8
2-year,Private not-for-profit,438,22.1,27.8
4-year,Private for-profit,448,35.4,27.7
2-year,Private for-profit,563,30.6,27.7
2-year,Private for-profit,405,26.6,27.7
4-year,Private for-profit,585,29.1,27.7
2-year,Private not-for-profit,408,22,27.6
2-year,Private for-profit,207,14.6,27.6
2-year,Private for-profit,138,33.4,27.6
2-year,Private for-profit,260,18.3,27.6
4-year,Private for-profit,94,17.6,27.6
4-year,Public,4104,29.4,27.6
4-year,Public,3626,34.1,27.5
4-year,Private for-profit,457,40.2,27.4
4-year,Private for-profit,125,29.8,27.4
2-year,Private for-profit,317,38.2,27.4
4-year,Private for-profit,125,38.3,27.4
2-year,Private not-for-profit,354,20.3,27.3
2-year,Public,531,10.4,27.3
2-year,Public,2272,20.6,27.3
4-year,Public,681,14.1,27.3
2-year,Private for-profit,336,56.9,27.3
4-year,Private for-profit,1056,29.2,27.2
4-year,Private not-for-profit,1039,28.4,27.2
2-year,Private for-profit,201,25.5,27.2
4-year,Private for-profit,275,19.9,27.1
4-year,Private for-profit,730,40.8,27.1
2-year,Private for-profit,381,43.7,27.1
2-year,Private for-profit,524,31.7,27.1
2-year,Private for-profit,357,26.6,27.1
2-year,Public,149,20.1,27.1
2-year,Private for-profit,457,31.1,27.1
2-year,Public,3406,20.9,27.1
2-year,Private for-profit,256,23.5,27
2-year,Public,895,5.6,27
2-year,Private for-profit,594,39.6,27
4-year,Private not-for-profit,190,23,27
2-year,Public,8832,24.4,27
2-year,Public,5215,16.8,27
4-year,Private for-profit,330,18.6,27
2-year,Private for-profit,477,35.3,27
2-year,Private for-profit,464,17.3,27
4-year,Private not-for-profit,1184,22,27
4-year,Private for-profit,378,29.7,26.9
2-year,Private for-profit,262,13.1,26.9
2-year,Private for-profit,710,34.4,26.9
4-year,Private not-for-profit,498,34.5,26.9
2-year,Private for-profit,365,35.6,26.9
4-year,Private for-profit,29460,7.9,26.9
2-year,Private for-profit,810,31.5,26.9
4-year,Private not-for-profit,363,19.9,26.8
2-year,Public,1783,15.4,26.8
4-year,Private for-profit,538,11.7,26.8
2-year,Private for-profit,1400,50.2,26.8
2-year,Public,10939,25.8,26.8
4-year,Private for-profit,496,43.8,26.8
4-year,Private not-for-profit,412,22.5,26.8
4-year,Private not-for-profit,122,18,26.8
4-year,Private for-profit,224,7,26.8
2-year,Public,2194,12.9,26.8
2-year,Public,972,20.9,26.7
2-year,Public,4512,9.8,26.7
2-year,Private for-profit,223,11.8,26.7
4-year,Private not-for-profit,3082,26,26.7
4-year,Private not-for-profit,4358,22.5,26.7
4-year,Private for-profit,128,21.2,26.7
2-year,Private for-profit,312,38.7,26.6
2-year,Private for-profit,236,36.8,26.6
2-year,Private for-profit,540,42.2,26.6
2-year,Public,3694,11.9,26.6
2-year,Private for-profit,756,57.6,26.6
2-year,Private for-profit,360,37.6,26.5
2-year,Private for-profit,588,54,26.5
4-year,Private not-for-profit,1545,22.6,26.5
2-year,Private for-profit,951,21.4,26.5
2-year,Private for-profit,88,59,26.4
2-year,Private for-profit,4706,21.7,26.4
4-year,Private not-for-profit,118,0.5,26.4
4-year,Private not-for-profit,155,18.6,26.4
2-year,Public,3785,22.3,26.4
4-year,Private for-profit,1414,21.4,26.3
4-year,Private for-profit,1163,23.4,26.3
4-year,Private for-profit,2098,23.1,26.3
4-year,Private for-profit,1374,20.7,26.3
4-year,Private for-profit,8309,23.9,26.3
2-year,Private for-profit,790,40.5,26.3
2-year,Private for-profit,1119,43.4,26.3
4-year,Private for-profit,186,25,26.3
4-year,Private not-for-profit,1763,15.8,26.2
4-year,Private for-profit,189,41,26.2
4-year,Private not-for-profit,444,32.5,26.2
4-year,Private for-profit,591,30.5,26.2
4-year,Private for-profit,169,34.5,26.2
4-year,Private for-profit,505,28.7,26.2
2-year,Private for-profit,121,46.8,26.2
4-year,Private for-profit,659,37.6,26.1
2-year,Public,755,26.9,26.1
4-year,Private for-profit,2420,15.7,26.1
4-year,Private for-profit,531,39.4,26.1
4-year,Public,31232,14.7,26.1
2-year,Private for-profit,461,51.7,26
4-year,Public,5306,18.6,26
2-year,Private for-profit,1076,33.4,26
2-year,Private for-profit,722,37.4,26
2-year,Private for-profit,1033,25.3,26
2-year,Private for-profit,412,30,26
4-year,Private for-profit,1906,10.8,26
2-year,Private for-profit,447,12.9,26
2-year,Private for-profit,207,31.9,25.9
4-year,Private not-for-profit,814,10.5,25.9
4-year,Private for-profit,7947,14.2,25.9
4-year,Private not-for-profit,661,26,25.9
2-year,Public,348,15.3,25.9
4-year,Private for-profit,289,35.7,25.9
4-year,Private for-profit,312,40.7,25.8
4-year,Private for-profit,547,35.1,25.8
4-year,Private for-profit,353,37.3,25.8
4-year,Private for-profit,552,33.7,25.8
4-year,Private not-for-profit,2239,18.9,25.8
4-year,Private for-profit,271,38.3,25.8
4-year,Private for-profit,538,37.1,25.8
4-year,Private for-profit,527,32.8,25.7
4-year,Private for-profit,145,61.4,25.7
4-year,Private not-for-profit,4513,28,25.7
4-year,Private not-for-profit,1952,24.2,25.7
2-year,Private for-profit,224,38.2,25.7
4-year,Private not-for-profit,438,35.9,25.7
2-year,Public,2506,15.5,25.7
4-year,Private for-profit,1754,20.9,25.7
4-year,Private for-profit,127,15.2,25.6
2-year,Private not-for-profit,425,22.1,25.6
2-year,Private not-for-profit,222,66.7,25.6
4-year,Private not-for-profit,537,39.3,25.6
2-year,Private for-profit,247,24.3,25.6
2-year,Private for-profit,134,131.1,25.6
4-year,Private for-profit,134,15.5,25.5
4-year,Private for-profit,2796,19.3,25.5
4-year,Private for-profit,492,37.4,25.5
2-year,Private for-profit,166,43,25.5
4-year,Private for-profit,1281,12.7,25.5
2-year,Private for-profit,201,15.9,25.5
4-year,Private for-profit,3741,16.1,25.4
4-year,Private for-profit,567,45.5,25.4
2-year,Public,15965,9.9,25.4
2-year,Private for-profit,381,36.2,25.3
2-year,Public,1869,24.9,25.3
2-year,Public,1583,17.4,25.3
2-year,Private for-profit,360,34.5,25.3
2-year,Private for-profit,495,27.4,25.3
2-year,Public,1238,26,25.3
2-year,Public,974,28.1,25.3
2-year,Public,514,12.3,25.2
4-year,Private for-profit,428,16.5,25.2
4-year,Private for-profit,980,20.8,25.2
2-year,Private for-profit,284,41.3,25.2
2-year,Private for-profit,937,37.9,25.2
4-year,Private for-profit,513,25.2,25.1
2-year,Private for-profit,222,26.4,25
2-year,Private for-profit,87,28.2,25
4-year,Private for-profit,277,46.7,25
2-year,Public,580,15.6,25
2-year,Private for-profit,1739,28,25
4-year,Private not-for-profit,9789,37.6,25
4-year,Private for-profit,303,37.5,24.9
2-year,Private for-profit,235,19,24.9
2-year,Private for-profit,229,29,24.9
2-year,Private for-profit,1157,31.3,24.9
4-year,Private for-profit,123,14.9,24.9
4-year,Private for-profit,1066,19,24.8
2-year,Private for-profit,105,26.1,24.8
2-year,Public,1304,10.6,24.8
4-year,Private for-profit,1045,20.6,24.7
2-year,Private not-for-profit,762,54.2,24.7
4-year,Private for-profit,469,35.6,24.7
2-year,Private for-profit,132,32.8,24.7
4-year,Private for-profit,645,16.5,24.7
2-year,Private for-profit,682,25.6,24.7
2-year,Private for-profit,255,41.6,24.6
2-year,Private for-profit,171,47.3,24.6
4-year,Private for-profit,2062,22.1,24.6
4-year,Private for-profit,417,43.1,24.5
2-year,Private for-profit,239,35.8,24.5
2-year,Private for-profit,255,36.6,24.5
4-year,Private for-profit,419,33.6,24.4
4-year,Private for-profit,391,37,24.4
4-year,Private for-profit,86,38.8,24.3
2-year,Public,278,28.1,24.3
4-year,Private not-for-profit,470,19.6,24.3
2-year,Private for-profit,1989,30.3,24.3
2-year,Private for-profit,625,25.8,24.3
4-year,Private for-profit,566,12.3,24.3
4-year,Private for-profit,707,21.6,24.3
4-year,Private for-profit,639,17.7,24.3
2-year,Private for-profit,234,28.4,24.3
4-year,Private for-profit,467,28,24.2
2-year,Private not-for-profit,196,31.1,24.2
4-year,Private for-profit,1808,19.8,24.2
4-year,Private for-profit,280,20.1,24.1
2-year,Private for-profit,561,32.4,24.1
2-year,Public,449,53.1,24.1
4-year,Private not-for-profit,35493,16.4,24
4-year,Private for-profit,339,28.1,24
4-year,Private for-profit,316,27.8,24
2-year,Private for-profit,159,43.7,24
4-year,Public,12907,20.7,24
2-year,Private not-for-profit,144,13.8,23.9
4-year,Private not-for-profit,623,33.3,23.9
4-year,Private for-profit,652,32.7,23.9
2-year,Public,4593,19.8,23.9
2-year,Private for-profit,927,17.2,23.9
2-year,Private for-profit,267,77,23.9
4-year,Private not-for-profit,1662,1.1,23.9
4-year,Private not-for-profit,283,29.3,23.9
4-year,Private for-profit,291,44.7,23.9
4-year,Private for-profit,336,32.1,23.9
2-year,Private for-profit,253,32.6,23.9
2-year,Private for-profit,278,36.4,23.8
2-year,Public,257,17.8,23.8
2-year,Public,23981,16.4,23.8
2-year,Private for-profit,299,46.1,23.8
2-year,Private not-for-profit,60,13,23.7
2-year,Private for-profit,603,25.2,23.7
4-year,Private for-profit,1080,22.7,23.7
4-year,Private for-profit,1028,22.5,23.7
4-year,Private for-profit,601,19.6,23.7
4-year,Private for-profit,479,16.5,23.7
4-year,Private for-profit,396,19.2,23.7
4-year,Private for-profit,398,17.3,23.6
4-year,Private for-profit,223,14.6,23.6
2-year,Private for-profit,231,31.7,23.6
4-year,Private for-profit,624,34,23.6
2-year,Private for-profit,491,37.4,23.6
2-year,Public,3146,18.6,23.5
4-year,Private for-profit,2218,24.7,23.5
4-year,Private for-profit,251,13.8,23.5
4-year,Private for-profit,509,16.6,23.5
4-year,Private for-profit,801,54.7,23.4
4-year,Private for-profit,470,36.6,23.4
4-year,Private for-profit,573,34.3,23.4
2-year,Private for-profit,280,35.4,23.4
4-year,Private for-profit,785,60.9,23.4
2-year,Public,8043,9.1,23.4
4-year,Private for-profit,492,39,23.4
2-year,Private for-profit,169,23,23.3
2-year,Private for-profit,265,53.6,23.3
2-year,Private for-profit,172,29.8,23.3
4-year,Private for-profit,772,16.5,23.3
2-year,Private for-profit,693,49.8,23.2
4-year,Private not-for-profit,2382,8.7,23.2
4-year,Private for-profit,420,16.3,23.1
2-year,Private for-profit,3544,24.9,23.1
2-year,Private for-profit,589,54.9,23.1
2-year,Private for-profit,380,11.4,23.1
2-year,Private for-profit,127,14.6,23.1
4-year,Private for-profit,499,15,23
4-year,Private for-profit,271,8.6,23
4-year,Private for-profit,2279,16.1,23
4-year,Private for-profit,1003,19.1,22.9
4-year,Private for-profit,148,31.1,22.8
4-year,Private for-profit,713,16.4,22.8
4-year,Private for-profit,37,5.1,22.8
2-year,Private for-profit,840,52.5,22.8
2-year,Public,867,20.1,22.8
2-year,Private not-for-profit,229,11.6,22.8
4-year,Private for-profit,604,46.9,22.7
4-year,Private for-profit,153,17.3,22.7
2-year,Private for-profit,538,71.6,22.7
2-year,Private for-profit,262,33.9,22.7
4-year,Private for-profit,403,37.9,22.7
2-year,Public,3396,22.6,22.7
2-year,Public,2821,18.3,22.6
4-year,Private for-profit,542,6.1,22.6
4-year,Private not-for-profit,1506,31.4,22.6
4-year,Private for-profit,333,15.1,22.6
2-year,Private not-for-profit,230,46.8,22.6
2-year,Private for-profit,231,62.9,22.6
2-year,Private for-profit,504,29,22.6
2-year,Private for-profit,320,44.8,22.6
2-year,Private for-profit,285,52.3,22.5
2-year,Private for-profit,587,19.9,22.5
4-year,Private not-for-profit,257,26.1,22.5
4-year,Private not-for-profit,372,20.3,22.5
2-year,Private for-profit,381,44.3,22.5
2-year,Private for-profit,266,45.1,22.5
2-year,Private for-profit,326,17,22.5
2-year,Private for-profit,402,35.8,22.5
2-year,Private for-profit,288,16.6,22.4
4-year,Private for-profit,321,20.6,22.4
2-year,Private not-for-profit,300,16,22.4
4-year,Private for-profit,962,25.9,22.4
2-year,Private for-profit,273,19.4,22.4
2-year,Private for-profit,329,26,22.4
4-year,Private for-profit,1499,18.8,22.3
2-year,Public,2057,16.4,22.3
4-year,Private for-profit,181,26.9,22.3
4-year,Private for-profit,1338,15.8,22.3
4-year,Private for-profit,1595,19.8,22.3
4-year,Private for-profit,256,12.9,22.2
4-year,Private for-profit,283,16.8,22.2
4-year,Private for-profit,979,14.5,22.2
2-year,Private for-profit,380,36.6,22.2
4-year,Private for-profit,292,24.2,22.2
4-year,Private for-profit,346,19.1,22.1
4-year,Private for-profit,756,12,22.1
4-year,Private not-for-profit,418,20.4,22.1
2-year,Private for-profit,882,27.4,22.1
2-year,Private for-profit,164,44,22.1
2-year,Private for-profit,209,39.7,22
4-year,Private for-profit,348,18.6,22
2-year,Private for-profit,704,32.2,22
2-year,Private for-profit,1565,26.3,22
